,Type,EDI_Std_Nomenclature,AISC_Manual_Label,T_F,W,A,d,ddet,bf,bfdet,tw,twdet,twdet/2,tf,tfdet,kdes,kdet,k1,bf/2tf,h/tw,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,J,Cw,Wno,Sw1,Qf,Qw,rts,ho,PA,PB,Lp,Lr,plastic,fcompact,wcompact
64,W,W30X292,W30X292,F,292.0,86.0,32.0,32      ,15.3,15  1/4 ,1.02,1      ,  1/2 ,1.85,1  7/8 ,2.64,2  3/4 ,1  5/16,4.12,26.2,14900.0,1060.0,930.0,13.2,1100.0,223.0,144.0,3.58,75.2,250000,115,816,199,529,4.22,30.2,107,122,12.645279853675747,46.80806621275037,4416.666666666667,1,1
65,W,W30X261,W30X261,F,261.0,77.0,31.6,31  5/8 ,15.2,15  1/8 ,0.930, 15/16,  1/2 ,1.65,1  5/8 ,2.44,2  9/16,1  5/16,4.59,28.7,13100.0,943.0,829.0,13.1,959.0,196.0,127.0,3.53,54.1,215000,114,714,176,469,4.16,30.0,106,121,12.46866979985346,43.30048631057752,3929.1666666666665,1,1
66,W,W30X235,W30X235,F,235.0,69.3,31.3,31  1/4 ,15.1,15      ,0.830, 13/16,  7/16,1.50,1  1/2 ,2.29,2  3/8 ,1  1/4 ,5.02,32.2,11700.0,847.0,748.0,13.0,855.0,175.0,114.0,3.51,40.3,190000,112,637,159,421,4.13,29.8,105,120,12.398025778324547,40.905787188770596,3529.1666666666665,1,1
67,W,W30X211,W30X211,F,211.0,62.3,30.9,31      ,15.1,15  1/8 ,0.775,  3/4 ,  3/8 ,1.32,1  5/16,2.10,2  1/4 ,1  3/16,5.74,34.5,10300.0,751.0,665.0,12.9,757.0,155.0,100.0,3.49,28.4,166000,112,556,140,372,4.11,29.6,104,119,12.327381756795633,38.647704173570936,3129.1666666666665,1,1
68,W,W30X191,W30X191,F,191.0,56.1,30.7,30  5/8 ,15.0,15      ,0.710, 11/16,  3/8 ,1.19,1  3/16,1.97,2  1/16,1  3/16,6.35,37.7,9200.0,675.0,600.0,12.8,673.0,138.0,89.5,3.46,21.0,146000,111,494,125,335,4.06,29.5,104,119,12.22141572450226,36.75822179363208,2812.5,1,1
69,W,W30X173,W30X173,F,173.0,50.9,30.4,30  1/2 ,15.0,15      ,0.655,  5/8 ,  5/16,1.07,1  1/16,1.85,2      ,1  1/8 ,7.04,40.8,8230.0,607.0,541.0,12.7,598.0,123.0,79.8,3.42,15.6,129000,110,441,113,301,4.03,29.3,103,118,12.08012768144443,35.385519191597524,2529.1666666666665,1,1
70,W,W30X148,W30X148,F,148.0,43.6,30.7,30  5/8 ,10.5,10  1/2 ,0.650,  5/8 ,  5/16,1.18,1  3/16,1.83,2  1/16,1  1/8 ,4.44,41.6,6680.0,500.0,436.0,12.4,227.0,68.0,43.3,2.28,14.5,49400,77.5,240,85.8,248,2.77,29.5,90.5,101,8.053418454296287,24.8570180483879,2083.3333333333335,1,1
71,W,W30X132,W30X132,F,132.0,38.8,30.3,30  1/4 ,10.5,10  1/2 ,0.615,  5/8 ,  5/16,1.00,1      ,1.65,1  7/8 ,1  1/8 ,5.27,43.9,5770.0,437.0,380.0,12.2,196.0,58.4,37.2,2.25,9.72,42100,76.9,202,72.4,215,2.75,29.3,89.5,100,7.947452422002915,23.73737910024992,1820.8333333333333,1,1
72,W,W30X124,W30X124,F,124.0,36.5,30.2,30  1/8 ,10.5,10  1/2 ,0.585,  9/16,  5/16,0.930, 15/16,1.58,1 13/16,1  1/8 ,5.65,46.2,5360.0,408.0,355.0,12.1,181.0,54.0,34.4,2.23,7.99,38600,76.8,188,67.5,202,2.73,29.3,89.5,100,7.876808400474,23.184600976659542,1700.0,1,1
73,W,W30X116,W30X116,F,116.0,34.2,30.0,30      ,10.5,10  1/2 ,0.565,  9/16,  5/16,0.850,  7/8 ,1.50,1  3/4 ,1  1/8 ,6.17,47.8,4930.0,378.0,329.0,12.0,164.0,49.2,31.3,2.19,6.43,34900,76.5,171,61.5,187,2.70,29.2,89.3,99.8,7.735520357416171,22.578297261574715,1575.0,1,1
74,W,W30X108,W30X108,F,108.0,31.7,29.8,29  7/8 ,10.5,10  1/2 ,0.545,  9/16,  5/16,0.760,  3/4 ,1.41,1 11/16,1  1/8 ,6.89,49.6,4470.0,346.0,299.0,11.9,146.0,43.9,27.9,2.15,4.99,30900,76.2,152,54.9,170,2.67,29.0,88.9,99.4,7.594232314358341,22.000282276584546,1441.6666666666667,1,1
75,W,W30X99,W30X99,F,99.0,29.0,29.7,29  5/8 ,10.5,10  1/2 ,0.520,  1/2 ,  1/4 ,0.670, 11/16,1.32,1  9/16,1  1/16,7.80,51.9,3990.0,312.0,269.0,11.7,128.0,38.6,24.5,2.1,3.77,26800,76.2,134,48.5,154,2.62,29.0,88.7,99.2,7.417622260536054,21.275768779454364,1300.0,1,1
76,W,W30X90,W30X90,F,90.0,26.3,29.5,29  1/2 ,10.4,10  3/8 ,0.470,  1/2 ,  1/4 ,0.610,  5/8 ,1.26,1  1/2 ,1  1/16,8.52,57.5,3610.0,283.0,245.0,11.7,115.0,34.7,22.1,2.09,2.84,24000,75.1,119,43.7,139,2.60,28.9,88.1,98.5,7.382300249771596,20.839618940529544,1179.1666666666667,1,1
77,W,W27X539,W27X539,T,539.0,159.0,32.5,32  1/2 ,15.3,15  1/4 ,1.97,2      ,1      ,3.54,3  9/16,4.33,4  7/16,1 13/16,2.15,12.1,25600.0,1890.0,1570.0,12.7,2110.0,437.0,277.0,3.65,496,443000,111,1500,342,943,4.41,29.0,106,121,12.892533929026952,88.52023568617703,7875.0,1,1
78,W,W27X368,W27X368,T,368.0,109.0,30.4,30  3/8 ,14.7,14  5/8 ,1.38,1  3/8 , 11/16,2.48,2  1/2 ,3.27,3  3/8 ,1  1/2 ,2.96,17.3,16200.0,1240.0,1060.0,12.2,1310.0,279.0,179.0,3.48,170,255000,103,935,231,621,4.15,27.9,100,115,12.292059746031173,61.93830638769669,5166.666666666667,1,1
79,W,W27X336,W27X336,T,336.0,99.2,30.0,30      ,14.6,14  1/2 ,1.26,1  1/4 ,  5/8 ,2.28,2  1/4 ,3.07,3  3/16,1  7/16,3.19,18.9,14600.0,1130.0,972.0,12.1,1180.0,252.0,162.0,3.45,131,226000,101,842,211,563,4.10,27.7,100,115,12.186093713737804,56.952703236359405,4708.333333333333,1,1
80,W,W27X307,W27X307,T,307.0,90.2,29.6,29  5/8 ,14.4,14  1/2 ,1.16,1  3/16,  5/8 ,2.09,2  1/16,2.88,3      ,1  7/16,3.46,20.6,13100.0,1030.0,887.0,12.0,1050.0,227.0,146.0,3.41,101,199000,99.0,745,190,508,4.04,27.5,98.6,113,12.044805670679976,52.523005009454685,4291.666666666667,1,1
81,W,W27X281,W27X281,F,281.0,83.1,29.3,29  1/4 ,14.4,14  3/8 ,1.06,1  1/16,  9/16,1.93,1 15/16,2.72,2 13/16,1  3/8 ,3.72,22.5,11900.0,936.0,814.0,12.0,953.0,206.0,133.0,3.39,79.5,178000,98.5,685,176,466,4.00,27.4,98.6,113,11.974161649151059,49.06473703678861,3900.0,1,1
82,W,W27X258,W27X258,F,258.0,76.1,29.0,29      ,14.3,14  1/4 ,0.980,1      ,  1/2 ,1.77,1  3/4 ,2.56,2 11/16,1  5/16,4.03,24.4,10800.0,852.0,745.0,11.9,859.0,187.0,120.0,3.36,61.6,159000,97.3,616,160,424,3.96,27.2,97.7,112,11.868195616857685,45.847035263891,3550.0,1,1
83,W,W27X235,W27X235,F,235.0,69.4,28.7,28  5/8 ,14.2,14  1/4 ,0.910, 15/16,  1/2 ,1.61,1  5/8 ,2.40,2  1/2 ,1  5/16,4.41,26.2,9700.0,772.0,677.0,11.8,769.0,168.0,108.0,3.33,47.0,141000,96.2,550,145,384,3.92,27.1,96.8,111,11.762229584564315,42.866948754878,3216.6666666666665,1,1
84,W,W27X217,W27X217,F,217.0,63.9,28.4,28  3/8 ,14.1,14  1/8 ,0.830, 13/16,  7/16,1.50,1  1/2 ,2.29,2  3/8 ,1  1/4 ,4.71,28.7,8910.0,711.0,627.0,11.8,704.0,154.0,100.0,3.32,37.6,128000,94.8,501,134,351,3.89,26.9,95.9,110,11.726907573799856,40.777507527652396,2962.5,1,1
85,W,W27X194,W27X194,F,194.0,57.1,28.1,28  1/8 ,14.0,14      ,0.750,  3/4 ,  3/8 ,1.34,1  5/16,2.13,2  1/4 ,1  3/16,5.24,31.8,7860.0,631.0,559.0,11.7,619.0,136.0,88.1,3.29,27.1,111000,93.7,439,119,312,3.85,26.8,95.0,109,11.620941541506484,38.13770241149536,2629.1666666666665,1,1
86,W,W27X178,W27X178,F,178.0,52.5,27.8,27  3/4 ,14.1,14  1/8 ,0.725,  3/4 ,  3/8 ,1.19,1  3/16,1.98,2  1/16,1  3/16,5.92,32.9,7020.0,570.0,505.0,11.6,555.0,122.0,78.8,3.25,20.1,98400,93.8,393,106,282,3.83,26.6,94.9,109,11.479653498448656,36.29552331272824,2375.0,1,1
87,W,W27X161,W27X161,F,161.0,47.6,27.6,27  5/8 ,14.0,14      ,0.660, 11/16,  3/8 ,1.08,1  1/16,1.87,2      ,1  3/16,6.49,36.1,6310.0,515.0,458.0,11.5,497.0,109.0,70.9,3.23,15.1,87300,92.8,351,95.5,254,3.79,26.5,95.0,109,11.40900947691974,34.61083334796195,2145.8333333333335,1,1
88,W,W27X146,W27X146,F,146.0,43.2,27.4,27  3/8 ,14.0,14      ,0.605,  5/8 ,  5/16,0.975,1      ,1.76,1  7/8 ,1  1/8 ,7.16,39.4,5660.0,464.0,414.0,11.5,443.0,97.7,63.5,3.2,11.3,77200,92.5,316,86.3,229,3.76,26.4,94.0,108,11.303043444626368,33.266362539860175,1933.3333333333333,1,1
89,W,W27X129,W27X129,F,129.0,37.8,27.6,27  5/8 ,10.0,10      ,0.610,  5/8 ,  5/16,1.10,1  1/8 ,1.70,2      ,1  1/8 ,4.55,39.7,4760.0,395.0,345.0,11.2,184.0,57.6,36.8,2.21,11.1,32500,66.3,182,68.4,195,2.66,26.5,83.0,93.0,7.806164378945087,24.182931165169546,1645.8333333333333,1,1
90,W,W27X114,W27X114,F,114.0,33.6,27.3,27  1/4 ,10.1,10  1/8 ,0.570,  9/16,  5/16,0.930, 15/16,1.53,1 13/16,1  1/8 ,5.41,42.5,4080.0,343.0,299.0,11.0,159.0,49.3,31.5,2.18,7.33,27600,66.6,156,58.4,170,2.65,26.4,82.7,92.8,7.700198346651714,23.071029916049355,1429.1666666666667,1,1
91,W,W27X102,W27X102,F,102.0,30.0,27.1,27  1/8 ,10.0,10      ,0.515,  1/2 ,  1/4 ,0.830, 13/16,1.43,1  3/4 ,1  1/16,6.03,47.1,3620.0,305.0,267.0,11.0,139.0,43.4,27.8,2.15,5.28,24000,65.7,136,51.7,151,2.62,26.3,82.1,92.1,7.594232314358341,22.19415684784145,1270.8333333333333,1,1
92,W,W27X94,W27X94,F,94.0,27.6,26.9,26  7/8 ,10.0,10      ,0.490,  1/2 ,  1/4 ,0.745,  3/4 ,1.34,1  5/8 ,1  1/16,6.70,49.5,3270.0,278.0,243.0,10.9,124.0,38.8,24.8,2.12,4.03,21300,65.4,122,46.3,137,2.59,26.2,81.8,91.8,7.48826628206497,21.535251200622934,1158.3333333333333,1,1
93,W,W27X84,W27X84,F,84.0,24.7,26.7,26  3/4 ,10.0,10      ,0.460,  7/16,  1/4 ,0.640,  5/8 ,1.24,1  9/16,1  1/16,7.78,52.7,2850.0,244.0,213.0,10.7,106.0,33.2,21.2,2.07,2.81,17900,65.2,104,39.8,121,2.54,26.1,81.5,91.5,7.311656228242682,20.6987609401278,1016.6666666666666,1,1
94,W,W24X370,W24X370,T,370.0,109.0,28.0,28      ,13.7,13  5/8 ,1.52,1  1/2 ,  3/4 ,2.72,2  3/4 ,3.22,3  5/8 ,1  9/16,2.51,14.2,13400.0,1130.0,957.0,11.1,1160.0,267.0,170.0,3.27,201,186000,86.6,807,209,568,3.92,25.3,93.3,107,11.55029751997757,69.15819522971144,4708.333333333333,1,1
95,W,W24X335,W24X335,T,335.0,98.3,27.5,27  1/2 ,13.5,13  1/2 ,1.38,1  3/8 , 11/16,2.48,2  1/2 ,2.98,3  3/8 ,1  1/2 ,2.73,15.6,11900.0,1020.0,864.0,11.0,1030.0,238.0,152.0,3.23,152,161000,84.4,707,188,506,3.86,25.0,91.5,105,11.40900947691974,63.08461520314484,4250.0,1,1
96,W,W24X306,W24X306,T,306.0,89.7,27.1,27  1/8 ,13.4,13  3/8 ,1.26,1  1/4 ,  5/8 ,2.28,2  1/4 ,2.78,3  3/16,1  7/16,2.94,17.1,10700.0,922.0,789.0,10.9,919.0,214.0,137.0,3.2,117,142000,83.1,635,172,459,3.81,24.8,90.6,104,11.303043444626368,57.86200835740254,3841.6666666666665,1,1
97,W,W24X279,W24X279,T,279.0,81.9,26.7,26  3/4 ,13.3,13  1/4 ,1.16,1  3/16,  5/8 ,2.09,2  1/16,2.59,3      ,1  7/16,3.18,18.6,9600.0,835.0,718.0,10.8,823.0,193.0,124.0,3.17,90.5,125000,81.8,569,156,416,3.76,24.6,89.7,103,11.197077412332996,53.388252704352404,3479.1666666666665,1,1
98,W,W24X250,W24X250,F,250.0,73.5,26.3,26  3/8 ,13.2,13  1/8 ,1.04,1  1/16,  9/16,1.89,1  7/8 ,2.39,2 13/16,1  3/8 ,3.49,20.7,8490.0,744.0,644.0,10.7,724.0,171.0,110.0,3.14,66.6,108000,80.6,502,140,370,3.71,24.4,88.8,102,11.091111380039626,48.686331603358774,3100.0,1,1
99,W,W24X229,W24X229,F,229.0,67.2,26.0,26      ,13.1,13  1/8 ,0.960, 15/16,  1/2 ,1.73,1  3/4 ,2.23,2  5/8 ,1  5/16,3.79,22.5,7650.0,675.0,588.0,10.7,651.0,154.0,99.4,3.11,51.3,96100,79.5,450,127,336,3.67,24.3,88.9,102,10.985145347746252,45.13982418188854,2812.5,1,1
100,W,W24X207,W24X207,F,207.0,60.7,25.7,25  3/4 ,13.0,13      ,0.870,  7/8 ,  7/16,1.57,1  9/16,2.07,2  1/2 ,1  1/4 ,4.14,24.8,6820.0,606.0,531.0,10.6,578.0,137.0,88.8,3.08,38.3,84100,78.4,400,115,302,3.62,24.1,88.0,101,10.879179315452879,41.68418235267788,2525.0,1,1
101,W,W24X192,W24X192,F,192.0,56.5,25.5,25  1/2 ,13.0,13      ,0.810, 13/16,  7/16,1.46,1  7/16,1.96,2  3/8 ,1  1/4 ,4.43,26.6,6260.0,559.0,491.0,10.5,530.0,126.0,81.8,3.07,30.8,76300,78.1,371,107,280,3.6,24.0,88.0,101,10.843857304688422,39.62080725387442,2329.1666666666665,1,1
102,W,W24X176,W24X176,F,176.0,51.7,25.2,25  1/4 ,12.9,12  7/8 ,0.750,  3/4 ,  3/8 ,1.34,1  5/16,1.84,2  1/4 ,1  3/16,4.81,28.7,5680.0,511.0,450.0,10.5,479.0,115.0,74.3,3.04,23.9,68400,76.9,333,97.1,254,3.57,23.9,86.7,99.6,10.737891272395052,37.38851003470514,2129.1666666666665,1,1
103,W,W24X162,W24X162,F,162.0,47.8,25.0,25      ,13.0,13      ,0.705, 11/16,  3/8 ,1.22,1  1/4 ,1.72,2  1/8 ,1  3/16,5.31,30.6,5170.0,468.0,414.0,10.4,443.0,105.0,68.4,3.05,18.5,62600,77.3,306,89.2,233,3.57,23.8,86.7,99.7,10.773213283159507,35.700751712881534,1950.0,1,1
104,W,W24X146,W24X146,F,146.0,43.0,24.7,24  3/4 ,12.9,12  7/8 ,0.650,  5/8 ,  5/16,1.09,1  1/16,1.59,2      ,1  1/8 ,5.92,33.2,4580.0,418.0,371.0,10.3,391.0,93.2,60.5,3.01,13.4,54600,76.1,268,78.8,207,3.53,23.6,85.9,98.8,10.631925240101678,33.61771275488554,1741.6666666666667,1,1
105,W,W24X131,W24X131,F,131.0,38.6,24.5,24  1/2 ,12.9,12  7/8 ,0.605,  5/8 ,  5/16,0.960, 15/16,1.46,1  7/8 ,1  1/8 ,6.70,35.6,4020.0,370.0,329.0,10.2,340.0,81.5,53.0,2.97,9.50,47100,75.9,235,69.5,184,3.49,23.5,85.6,98.5,10.49063719704385,31.798136041705533,1541.6666666666667,1,1
106,W,W24X117,W24X117,F,117.0,34.4,24.3,24  1/4 ,12.8,12  3/4 ,0.550,  9/16,  5/16,0.850,  7/8 ,1.35,1  3/4 ,1  1/8 ,7.53,39.2,3540.0,327.0,291.0,10.1,297.0,71.4,46.5,2.94,6.72,40800,75.0,204,61.0,163,3.46,23.5,85.0,97.8,10.384671164750477,30.373766089577515,1362.5,1,1
107,W,W24X104,W24X104,F,104.0,30.7,24.1,24      ,12.8,12  3/4 ,0.500,  1/2 ,  1/4 ,0.750,  3/4 ,1.25,1  5/8 ,1  1/16,8.50,43.1,3100.0,289.0,258.0,10.1,259.0,62.4,40.7,2.91,4.72,35200,74.7,179,53.9,144,3.42,23.4,84.7,97.5,10.278705132457103,29.106277739215273,1204.1666666666667,1,1
108,W,W24X103,W24X103,F,103.0,30.3,24.5,24  1/2 ,9.00,9      ,0.550,  9/16,  5/16,0.980,1      ,1.48,1  7/8 ,1  1/8 ,4.59,39.2,3000.0,280.0,245.0,10.0,119.0,41.5,26.5,1.99,7.07,16600,52.9,117,48.7,139,2.40,23.5,74.0,83.0,7.029080142127023,21.86438059860667,1166.6666666666667,1,1
109,W,W24X94,W24X94,F,94.0,27.7,24.3,24  1/4 ,9.07,9  1/8 ,0.515,  1/2 ,  1/4 ,0.875,  7/8 ,1.38,1  3/4 ,1  1/16,5.18,41.9,2700.0,254.0,222.0,9.87,109.0,37.5,24.0,1.98,5.26,15000,53.1,105,43.8,126,2.40,23.4,73.9,83.0,6.993758131362565,21.164903596403395,1058.3333333333333,1,1
110,W,W24X84,W24X84,F,84.0,24.7,24.1,24  1/8 ,9.02,9      ,0.470,  1/2 ,  1/4 ,0.770,  3/4 ,1.27,1 11/16,1  1/16,5.86,45.9,2370.0,224.0,196.0,9.79,94.4,32.6,20.9,1.95,3.70,12800,52.6,91.3,38.4,111,2.37,23.3,73.5,82.5,6.887792099069194,20.259292385519803,933.3333333333334,1,1
111,W,W24X76,W24X76,F,76.0,22.4,23.9,23  7/8 ,8.99,9      ,0.440,  7/16,  1/4 ,0.680, 11/16,1.18,1  9/16,1  1/16,6.61,49.0,2100.0,200.0,176.0,9.69,82.5,28.6,18.4,1.92,2.68,11100,52.2,79.8,33.8,98.9,2.33,23.2,73.0,82.0,6.781826066775821,19.444624660061713,833.3333333333334,1,1
112,W,W24X68,W24X68,F,68.0,20.1,23.7,23  3/4 ,8.97,9      ,0.415,  7/16,  1/4 ,0.585,  9/16,1.09,1  1/2 ,1  1/16,7.66,52.0,1830.0,177.0,154.0,9.55,70.4,24.5,15.7,1.87,1.87,9430,51.8,68.0,28.9,87.0,2.30,23.1,72.6,81.6,6.605216012953535,18.803003804387405,737.5,1,1
113,W,W24X62,W24X62,F,62.0,18.2,23.7,23  3/4 ,7.04,7      ,0.430,  7/16,  1/4 ,0.590,  9/16,1.09,1  1/2 ,1  1/16,5.97,50.1,1550.0,153.0,131.0,9.23,34.5,15.7,9.8,1.38,1.71,4620,40.7,42.2,22.5,75.3,1.75,23.1,66.8,73.8,4.874437485495121,14.396021953065466,637.5,1,1
114,W,W24X55,W24X55,F,55.0,16.2,23.6,23  5/8 ,7.01,7      ,0.395,  3/8 ,  3/16,0.505,  1/2 ,1.01,1  7/16,1      ,6.94,54.6,1350.0,134.0,114.0,9.11,29.1,13.3,8.3,1.34,1.18,3870,40.5,35.8,19.3,66.1,1.72,23.1,66.6,73.6,4.733149442437292,13.88955652341337,558.3333333333334,1,1
115,W,W21X201,W21X201,F,201.0,59.3,23.0,23      ,12.6,12  5/8 ,0.910, 15/16,  1/2 ,1.63,1  5/8 ,2.13,2  1/2 ,1  5/16,3.86,20.6,5310.0,530.0,461.0,9.47,542.0,133.0,86.1,3.02,40.9,62000,67.3,346,102,264,3.55,21.4,81.1,93.7,10.667247250866135,46.17572597960274,2208.3333333333335,1,1
116,W,W21X182,W21X182,F,182.0,53.6,22.7,22  3/4 ,12.5,12  1/2 ,0.830, 13/16,  7/16,1.48,1  1/2 ,1.98,2  3/8 ,1  1/4 ,4.22,22.6,4730.0,476.0,417.0,9.4,483.0,119.0,77.2,3.0,30.7,54400,66.3,307,91.6,237,3.51,21.2,80.4,92.9,10.596603229337221,42.636148449775526,1983.3333333333333,1,1
117,W,W21X166,W21X166,F,166.0,48.8,22.5,22  1/2 ,12.4,12  3/8 ,0.750,  3/4 ,  3/8 ,1.36,1  3/8 ,1.86,2  1/4 ,1  3/16,4.57,25.0,4280.0,432.0,380.0,9.36,435.0,108.0,70.0,2.99,23.6,48500,65.5,276,83.7,215,3.48,21.1,79.8,92.2,10.561281218572764,39.84237451131549,1800.0,1,1
118,W,W21X147,W21X147,F,147.0,43.2,22.1,22      ,12.5,12  1/2 ,0.720,  3/4 ,  3/8 ,1.15,1  1/8 ,1.65,2      ,1  3/16,5.44,26.1,3630.0,373.0,329.0,9.17,376.0,92.6,60.1,2.95,15.4,41100,65.5,235,71.0,186,3.46,21.0,79.4,91.9,10.419993175514934,36.26845010020339,1554.1666666666667,1,1
119,W,W21X132,W21X132,F,132.0,38.8,21.8,21  7/8 ,12.4,12  1/2 ,0.650,  5/8 ,  5/16,1.04,1  1/16,1.54,1 15/16,1  1/8 ,6.01,28.9,3220.0,333.0,295.0,9.12,333.0,82.3,53.5,2.93,11.3,36000,64.4,206,62.8,164,3.43,20.8,78.6,91.0,10.34934915398602,34.13116721524369,1387.5,1,1
120,W,W21X122,W21X122,F,122.0,35.9,21.7,21  5/8 ,12.4,12  3/8 ,0.600,  5/8 ,  5/16,0.960, 15/16,1.46,1 13/16,1  1/8 ,6.45,31.3,2960.0,307.0,273.0,9.09,305.0,75.6,49.2,2.92,8.98,32700,64.3,191,58.7,153,3.40,20.7,78.5,90.9,10.31402714322156,32.653111609122895,1279.1666666666667,1,1
121,W,W21X111,W21X111,F,111.0,32.6,21.5,21  1/2 ,12.3,12  3/8 ,0.550,  9/16,  5/16,0.875,  7/8 ,1.38,1  3/4 ,1  1/8 ,7.05,34.1,2670.0,279.0,249.0,9.05,274.0,68.2,44.5,2.9,6.83,29200,63.4,171,53.0,138,3.37,20.6,77.9,90.2,10.243383121692647,31.17674177812354,1162.5,1,1
122,W,W21X101,W21X101,F,101.0,29.8,21.4,21  3/8 ,12.3,12  1/4 ,0.500,  1/2 ,  1/4 ,0.800, 13/16,1.30,1 11/16,1  1/16,7.68,37.5,2420.0,253.0,227.0,9.02,248.0,61.7,40.3,2.89,5.21,26200,63.3,156,48.6,126,3.35,20.6,77.8,90.1,10.20806111092819,30.00189966653032,1054.1666666666667,1,1
123,W,W21X93,W21X93,F,93.0,27.3,21.6,21  5/8 ,8.42,8  3/8 ,0.580,  9/16,  5/16,0.930, 15/16,1.43,1  5/8 , 15/16,4.53,32.3,2070.0,221.0,192.0,8.7,92.9,34.7,22.1,1.84,6.03,9940,43.5,85.2,37.7,109,2.24,20.7,66.5,74.9,6.499249980660161,21.29182501989957,920.8333333333334,1,1
124,W,W21X83,W21X83,F,83.0,24.4,21.4,21  3/8 ,8.36,8  3/8 ,0.515,  1/2 ,  1/4 ,0.835, 13/16,1.34,1  1/2 ,  7/8 ,5.00,36.4,1830.0,196.0,171.0,8.67,81.4,30.5,19.5,1.83,4.34,8630,43.0,75.0,33.7,96.8,2.21,20.6,66.0,74.4,6.463927969895704,20.14571429887703,816.6666666666666,1,1
125,W,W21X73,W21X73,F,73.0,21.5,21.2,21  1/4 ,8.30,8  1/4 ,0.455,  7/16,  1/4 ,0.740,  3/4 ,1.24,1  7/16,  7/8 ,5.60,41.2,1600.0,172.0,151.0,8.64,70.6,26.6,17.0,1.81,3.02,7410,42.5,65.2,29.7,85.0,2.19,20.5,65.5,73.8,6.39328394836679,19.204247738157946,716.6666666666666,1,1
126,W,W21X68,W21X68,F,68.0,20.0,21.1,21  1/8 ,8.27,8  1/4 ,0.430,  7/16,  1/4 ,0.685, 11/16,1.19,1  3/8 ,  7/8 ,6.04,43.6,1480.0,160.0,140.0,8.6,64.7,24.4,15.7,1.8,2.45,6760,42.2,59.8,27.4,78.7,2.17,20.4,65.3,73.6,6.357961937602332,18.6871153794781,666.6666666666666,1,1
127,W,W21X62,W21X62,F,62.0,18.3,21.0,21      ,8.24,8  1/4 ,0.400,  3/8 ,  3/16,0.615,  5/8 ,1.12,1  5/16, 13/16,6.70,46.9,1330.0,144.0,127.0,8.54,57.5,21.7,14.0,1.77,1.83,5960,42.0,53.2,24.6,71.2,2.15,20.4,65.1,73.3,6.25199590530896,18.08359862660851,600.0,1,1
128,W,W21X55,W21X55,F,55.0,16.2,20.8,20  3/4 ,8.22,8  1/4 ,0.375,  3/8 ,  3/16,0.522,  1/2 ,1.02,1  3/16, 13/16,7.87,50.0,1140.0,126.0,110.0,8.4,48.4,18.4,11.8,1.73,1.24,4980,41.7,44.7,20.8,61.8,2.11,20.3,64.7,72.9,6.11070786225113,17.33071666581812,525.0,1,1
