,Type,EDI_Std_Nomenclature,AISC_Manual_Label,T_F,W,A,d,ddet,bf,bfdet,tw,twdet,twdet/2,tf,tfdet,kdes,kdet,k1,bf/2tf,h/tw,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,J,Cw,Wno,Sw1,Qf,Qw,rts,ho,PA,PB,Lp,Lr,plastic,fcompact,wcompact
130,W,W21X57,W21X57,F,57.0,16.7,21.1,21      ,6.56,6  1/2 ,0.405,  3/8 ,  3/16,0.650,  5/8 ,1.15,1  5/16, 13/16,5.04,46.3,1170.0,129.0,111.0,8.36,30.6,14.8,9.35,1.35,1.77,3190,33.5,35.8,20.5,63.4,1.68,20.5,60.2,66.8,4.76847145320175,14.288993901155528,537.5,1,1
131,W,W21X50,W21X50,F,50.0,14.7,20.8,20  7/8 ,6.53,6  1/2 ,0.380,  3/8 ,  3/16,0.535,  9/16,1.04,1  1/4 , 13/16,6.10,49.4,984.0,110.0,94.5,8.18,24.9,12.2,7.64,1.3,1.14,2570,33.1,28.9,16.7,53.9,1.64,20.3,59.6,66.1,4.591861399379463,13.553350536376682,458.3333333333333,1,1
132,W,W21X44,W21X44,F,44.0,13.0,20.7,20  5/8 ,6.50,6  1/2 ,0.350,  3/8 ,  3/16,0.450,  7/16,0.950,1  1/8 , 13/16,7.22,53.6,843.0,95.4,81.6,8.06,20.7,10.2,6.37,1.26,0.770,2110,32.9,24.1,14.0,46.8,1.60,20.3,59.3,65.8,4.450573356321633,12.954915584720064,397.5,1,1
133,W,W18X311,W18X311,T,311.0,91.6,22.3,22  3/8 ,12.0,12      ,1.52,1  1/2 ,  3/4 ,2.74,2  3/4 ,3.24,3  7/16,1  3/8 ,2.19,10.4,6970.0,754.0,624.0,8.72,795.0,207.0,132.0,2.95,176,76200,58.7,482,140,375,3.53,19.6,76.7,88.7,10.419993175514934,81.09839787461594,3141.6666666666665,1,1
134,W,W18X283,W18X283,T,283.0,83.3,21.9,21  7/8 ,11.9,11  7/8 ,1.40,1  3/8 , 11/16,2.50,2  1/2 ,3.00,3  3/16,1  5/16,2.38,11.3,6170.0,676.0,565.0,8.61,704.0,185.0,118.0,2.91,134,65900,57.7,429,127,339,3.47,19.4,75.8,87.7,10.278705132457103,73.63784135080934,2816.6666666666665,1,1
135,W,W18X258,W18X258,T,258.0,76.0,21.5,21  1/2 ,11.8,11  3/4 ,1.28,1  1/4 ,  5/8 ,2.30,2  5/16,2.70,3      ,1  1/4 ,2.56,12.5,5510.0,611.0,514.0,8.53,628.0,166.0,107.0,2.88,103,57600,56.6,384,116,306,3.42,19.2,75.1,86.9,10.17273910016373,67.25094403634078,2545.8333333333335,1,1
136,W,W18X234,W18X234,T,234.0,68.6,21.1,21      ,11.7,11  5/8 ,1.16,1  3/16,  5/8 ,2.11,2  1/8 ,2.51,2  3/4 ,1  3/16,2.76,13.8,4900.0,549.0,466.0,8.44,558.0,149.0,95.8,2.85,78.7,50100,55.5,343,106,276,3.37,19.0,74.3,86.0,10.06677306787036,61.3950070828953,2287.5,1,1
137,W,W18X211,W18X211,F,211.0,62.3,20.7,20  5/8 ,11.6,11  1/2 ,1.06,1  1/16,  9/16,1.91,1 15/16,2.31,2  9/16,1  3/16,3.02,15.1,4330.0,490.0,419.0,8.35,493.0,132.0,85.3,2.82,58.6,43400,54.5,302,94.6,246,3.32,18.8,73.4,85.0,9.960807035576986,55.661785657343735,2041.6666666666667,1,1
138,W,W18X192,W18X192,F,192.0,56.2,20.4,20  3/8 ,11.5,11  1/2 ,0.960, 15/16,  1/2 ,1.75,1  3/4 ,2.15,2  7/16,1  1/8 ,3.27,16.7,3870.0,442.0,380.0,8.28,440.0,119.0,76.8,2.79,44.7,38000,53.6,270,86.0,222,3.28,18.7,72.7,84.2,9.854841003283616,50.951792980361084,1841.6666666666667,1,1
139,W,W18X175,W18X175,F,175.0,51.4,20.0,20      ,11.4,11  3/8 ,0.890,  7/8 ,  7/16,1.59,1  9/16,1.99,2  7/16,1  1/4 ,3.58,18.0,3450.0,398.0,344.0,8.2,391.0,106.0,68.8,2.76,33.8,33300,52.5,238,76.9,198,3.24,18.4,71.7,83.1,9.748874970990242,46.828822336411946,1658.3333333333333,1,1
140,W,W18X158,W18X158,F,158.0,46.3,19.7,19  3/4 ,11.3,11  1/4 ,0.810, 13/16,  7/16,1.44,1  7/16,1.84,2  3/8 ,1  1/4 ,3.92,19.8,3060.0,356.0,310.0,8.12,347.0,94.8,61.4,2.74,25.2,29000,51.6,210,69.0,177,3.20,18.3,71.0,82.3,9.678230949461328,42.801855255452494,1483.3333333333333,1,1
141,W,W18X143,W18X143,F,143.0,42.0,19.5,19  1/2 ,11.2,11  1/4 ,0.730,  3/4 ,  3/8 ,1.32,1  5/16,1.72,2  3/16,1  3/16,4.25,22.0,2750.0,322.0,282.0,8.09,311.0,85.4,55.5,2.72,19.2,25700,50.9,188,62.8,160,3.17,18.2,70.4,81.6,9.607586927932415,39.60503293013867,1341.6666666666667,1,1
142,W,W18X130,W18X130,F,130.0,38.3,19.3,19  1/4 ,11.2,11  1/8 ,0.670, 11/16,  3/8 ,1.20,1  3/16,1.60,2  1/16,1  3/16,4.65,23.9,2460.0,290.0,256.0,8.03,278.0,76.7,49.9,2.7,14.5,22700,50.7,170,57.2,146,3.13,18.1,70.2,81.4,9.5369429064035,36.609133858029175,1208.3333333333333,1,1
143,W,W18X119,W18X119,F,119.0,35.1,19.0,19      ,11.3,11  1/4 ,0.655,  5/8 ,  5/16,1.06,1  1/16,1.46,1 15/16,1  3/16,5.31,24.5,2190.0,262.0,231.0,7.9,253.0,69.1,44.9,2.69,10.6,20300,50.7,152,50.6,131,3.13,17.9,69.9,81.2,9.501620895639041,34.235478914656824,1091.6666666666667,1,1
144,W,W18X106,W18X106,F,106.0,31.1,18.7,18  3/4 ,11.2,11  1/4 ,0.590,  9/16,  5/16,0.940, 15/16,1.34,1 13/16,1  1/8 ,5.96,27.2,1910.0,230.0,204.0,7.84,220.0,60.5,39.4,2.66,7.48,17400,49.7,131,44.3,114,3.10,17.8,69.1,80.3,9.39565486334567,31.77693264246791,958.3333333333334,1,1
145,W,W18X97,W18X97,F,97.0,28.5,18.6,18  5/8 ,11.1,11  1/8 ,0.535,  9/16,  5/16,0.870,  7/8 ,1.27,1  3/4 ,1  1/8 ,6.41,30.0,1750.0,211.0,188.0,7.82,201.0,55.3,36.1,2.65,5.86,15800,49.2,119,40.7,105,3.08,17.7,68.7,79.8,9.36033285258121,30.30738279356986,879.1666666666666,1,1
146,W,W18X86,W18X86,F,86.0,25.3,18.4,18  3/8 ,11.1,11  1/8 ,0.480,  1/2 ,  1/4 ,0.770,  3/4 ,1.17,1  5/8 ,1  1/16,7.20,33.4,1530.0,186.0,166.0,7.77,175.0,48.4,31.6,2.63,4.10,13600,48.9,105,36.0,92.4,3.05,17.6,68.4,79.5,9.289688831052297,28.51551925241725,775.0,1,1
147,W,W18X76,W18X76,F,76.0,22.3,18.2,18  1/4 ,11.0,11      ,0.425,  7/16,  1/4 ,0.680, 11/16,1.08,1  9/16,1  1/16,8.11,37.8,1330.0,163.0,146.0,7.73,152.0,42.2,27.6,2.61,2.83,11700,48.2,90.1,31.5,80.6,3.02,17.5,67.9,78.9,9.21904480952338,27.019854213376743,679.1666666666666,1,1
148,W,W18X71,W18X71,F,71.0,20.9,18.5,18  1/2 ,7.64,7  5/8 ,0.495,  1/2 ,  1/4 ,0.810, 13/16,1.21,1  1/2 ,  7/8 ,4.71,32.4,1170.0,146.0,127.0,7.5,60.3,24.7,15.8,1.7,3.49,4700,33.8,52.3,25.6,72.4,2.05,17.7,58.3,65.9,6.004741829957759,19.585203187356864,608.3333333333334,1,1
149,W,W18X65,W18X65,F,65.0,19.1,18.4,18  3/8 ,7.59,7  5/8 ,0.450,  7/16,  1/4 ,0.750,  3/4 ,1.15,1  7/16,  7/8 ,5.06,35.7,1070.0,133.0,117.0,7.49,54.8,22.5,14.4,1.69,2.73,4240,33.5,47.7,23.6,66.3,2.03,17.7,58.0,65.6,5.969419819193301,18.74329390675621,554.1666666666666,1,1
150,W,W18X60,W18X60,F,60.0,17.6,18.2,18  1/4 ,7.56,7  1/2 ,0.415,  7/16,  1/4 ,0.695, 11/16,1.10,1  3/8 , 13/16,5.44,38.7,984.0,123.0,108.0,7.47,50.1,20.6,13.3,1.68,2.17,3850,33.1,43.5,21.7,60.6,2.02,17.5,57.5,65.1,5.9340978084288425,18.183671989499228,512.5,1,1
151,W,W18X55,W18X55,F,55.0,16.2,18.1,18  1/8 ,7.53,7  1/2 ,0.390,  3/8 ,  3/16,0.630,  5/8 ,1.03,1  5/16, 13/16,5.98,41.1,890.0,112.0,98.3,7.41,44.9,18.5,11.9,1.67,1.66,3430,32.9,39.0,19.6,55.3,2.00,17.5,57.3,64.8,5.898775797664386,17.509584861036867,466.6666666666667,1,1
152,W,W18X50,W18X50,F,50.0,14.7,18.0,18      ,7.50,7  1/2 ,0.355,  3/8 ,  3/16,0.570,  9/16,0.972,1  1/4 , 13/16,6.57,45.2,800.0,101.0,88.9,7.38,40.1,16.6,10.7,1.65,1.24,3040,32.7,34.9,17.7,49.9,1.98,17.4,57.1,64.6,5.828131776135471,16.902968929104798,420.8333333333333,1,1
153,W,W18X46,W18X46,F,46.0,13.5,18.1,18      ,6.06,6      ,0.360,  3/8 ,  3/16,0.605,  5/8 ,1.01,1  1/4 , 13/16,5.01,44.6,712.0,90.7,78.8,7.25,22.5,11.7,7.43,1.29,1.22,1720,26.5,24.3,15.1,44.9,1.58,17.5,52.9,59.0,4.556539388615005,13.6628560440541,377.9166666666667,1,1
154,W,W18X40,W18X40,F,40.0,11.8,17.9,17  7/8 ,6.02,6      ,0.315,  5/16,  3/16,0.525,  1/2 ,0.927,1  3/16, 13/16,5.73,50.9,612.0,78.4,68.4,7.21,19.1,10.0,6.35,1.27,0.810,1440,26.1,20.7,13.0,38.6,1.56,17.4,52.6,58.6,4.48589536708609,13.06829439612113,326.6666666666667,1,1
155,W,W18X35,W18X35,F,35.0,10.3,17.7,17  3/4 ,6.00,6      ,0.300,  5/16,  3/16,0.425,  7/16,0.827,1  1/8 ,  3/4 ,7.06,53.5,510.0,66.5,57.6,7.04,15.3,8.06,5.12,1.22,0.506,1140,25.9,16.5,10.5,32.7,1.51,17.3,52.1,58.1,4.3092853132638025,12.30970563052909,277.0833333333333,1,1
156,W,W16X100,W16X100,F,100.0,29.4,17.0,17      ,10.4,10  3/8 ,0.585,  9/16,  5/16,0.985,1      ,1.39,1  7/8 ,1  1/8 ,5.29,24.3,1490.0,198.0,175.0,7.1,186.0,54.9,35.7,2.51,7.73,11900,41.6,107,38.7,98.5,2.92,16.0,63.3,73.7,8.865824701878806,32.71599917497026,825.0,1,1
157,W,W16X89,W16X89,F,89.0,26.2,16.8,16  3/4 ,10.4,10  3/8 ,0.525,  1/2 ,  1/4 ,0.875,  7/8 ,1.28,1  3/4 ,1  1/16,5.92,27.0,1300.0,175.0,155.0,7.05,163.0,48.1,31.4,2.49,5.45,10200,41.4,94.2,34.4,87.3,2.88,15.9,63.1,73.5,8.795180680349894,30.119526301967685,729.1666666666666,1,1
158,W,W16X77,W16X77,F,77.0,22.6,16.5,16  1/2 ,10.3,10  1/4 ,0.455,  7/16,  1/4 ,0.760,  3/4 ,1.16,1  5/8 ,1  1/16,6.77,31.2,1110.0,150.0,134.0,7.0,138.0,41.1,26.9,2.47,3.57,8590,40.5,79.3,29.4,74.4,2.85,15.7,62.3,72.6,8.724536658820979,27.79313674628767,625.0,1,1
159,W,W16X67,W16X67,F,67.0,19.6,16.3,16  3/8 ,10.2,10  1/4 ,0.395,  3/8 ,  3/16,0.665, 11/16,1.07,1  9/16,1      ,7.70,35.9,954.0,130.0,117.0,6.96,119.0,35.5,23.2,2.46,2.39,7300,39.9,67.6,25.5,64.1,2.82,15.6,61.7,71.9,8.689214648056522,26.003550839956954,541.6666666666666,1,1
160,W,W16X57,W16X57,F,57.0,16.8,16.4,16  3/8 ,7.12,7  1/8 ,0.430,  7/16,  1/4 ,0.715, 11/16,1.12,1  3/8 ,  7/8 ,4.98,33.0,758.0,105.0,92.2,6.72,43.1,18.9,12.1,1.6,2.22,2660,27.9,35.5,18.8,52.0,1.92,15.7,52.6,59.7,5.651521722313184,18.29338022061491,437.5,1,1
161,W,W16X50,W16X50,F,50.0,14.7,16.3,16  1/4 ,7.07,7  1/8 ,0.380,  3/8 ,  3/16,0.630,  5/8 ,1.03,1  5/16, 13/16,5.61,37.4,659.0,92.0,81.0,6.68,37.2,16.3,10.5,1.59,1.52,2270,27.7,30.8,16.5,45.6,1.89,15.7,52.3,59.4,5.6161997115487265,17.134190421820342,383.3333333333333,1,1
162,W,W16X45,W16X45,F,45.0,13.3,16.1,16  1/8 ,7.04,7      ,0.345,  3/8 ,  3/16,0.565,  9/16,0.967,1  1/4 , 13/16,6.23,41.1,586.0,82.3,72.7,6.65,32.8,14.5,9.34,1.57,1.11,1990,27.3,27.2,14.7,40.6,1.87,15.5,52.0,59.0,5.545555690019813,16.421844926734952,342.9166666666667,1,1
163,W,W16X40,W16X40,F,40.0,11.8,16.0,16      ,7.00,7      ,0.305,  5/16,  3/16,0.505,  1/2 ,0.907,1  3/16, 13/16,6.93,46.5,518.0,73.0,64.7,6.63,28.9,12.7,8.25,1.57,0.794,1730,27.1,24.0,13.1,36.0,1.86,15.5,51.7,58.7,5.545555690019813,15.854182654750034,304.1666666666667,1,1
164,W,W16X36,W16X36,F,36.0,10.6,15.9,15  7/8 ,6.99,7      ,0.295,  5/16,  3/16,0.430,  7/16,0.832,1  1/8 ,  3/4 ,8.12,48.1,448.0,64.0,56.5,6.51,24.5,10.8,7.0,1.52,0.545,1460,27.0,20.3,11.1,31.6,1.83,15.5,51.5,58.5,5.368945636197526,15.190523805004792,266.6666666666667,1,1
165,W,W16X31,W16X31,F,31.0,9.13,15.9,15  7/8 ,5.53,5  1/2 ,0.275,  1/4 ,  1/8 ,0.440,  7/16,0.842,1  1/8 ,  3/4 ,6.28,51.6,375.0,54.0,47.2,6.41,12.4,7.03,4.49,1.17,0.461,739,21.4,13.0,8.94,26.6,1.42,15.5,47.2,52.7,4.132675259441515,11.801654398631735,225.0,1,1
166,W,W16X26,W16X26,F,26.0,7.68,15.7,15  3/4 ,5.50,5  1/2 ,0.250,  1/4 ,  1/8 ,0.345,  3/8 ,0.747,1  1/16,  3/4 ,7.97,56.8,301.0,44.2,38.4,6.26,9.59,5.48,3.49,1.12,0.262,565,21.1,10.0,6.95,21.6,1.38,15.4,46.7,52.2,3.9560652056192294,11.135025140159813,184.16666666666666,1,1
167,W,W14X730,W14X730,T,730.0,215.0,22.4,22  3/8 ,17.9,17  7/8 ,3.07,3  1/16,1  9/16,4.91,4 15/16,5.51,6  3/16,2  3/4 ,1.82,3.71,14300.0,1660.0,1280.0,8.17,4720.0,816.0,527.0,4.69,1450,362000,78.3,1720,318,829,5.68,17.5,91.1,109,16.56602304853052,275.2532176572544,6916.666666666667,1,1
168,W,W14X665,W14X665,T,665.0,196.0,21.6,21  5/8 ,17.7,17  5/8 ,2.83,2 13/16,1  7/16,4.52,4  1/2 ,5.12,5 13/16,2  5/8 ,1.95,4.03,12400.0,1480.0,1150.0,7.98,4170.0,730.0,472.0,4.62,1120,305000,75.6,1510,287,739,5.57,17.1,89.3,107,16.31876897317932,253.2083145106923,6166.666666666667,1,1
169,W,W14X605,W14X605,T,605.0,178.0,20.9,20  7/8 ,17.4,17  3/8 ,2.60,2  5/8 ,1  5/16,4.16,4  3/16,4.76,5  7/16,2  1/2 ,2.09,4.39,10800.0,1320.0,1040.0,7.8,3680.0,652.0,423.0,4.55,869,258000,72.8,1320,258,657,5.44,16.7,87.6,105,16.071514897828116,231.81555388142488,5500.0,1,1
170,W,W14X550,W14X550,T,550.0,162.0,20.2,20  1/4 ,17.2,17  1/4 ,2.38,2  3/8 ,1  3/16,3.82,3 13/16,4.42,5  1/8 ,2  3/8 ,2.25,4.79,9430.0,1180.0,931.0,7.63,3250.0,583.0,378.0,4.49,669,219000,70.4,1160,232,585,5.35,16.4,85.8,103,15.859582833241374,213.3745392022769,4916.666666666667,1,1
171,W,W14X500,W14X500,T,500.0,147.0,19.6,19  5/8 ,17.0,17      ,2.19,2  3/16,1  1/8 ,3.50,3  1/2 ,4.10,4 13/16,2  5/16,2.43,5.21,8210.0,1050.0,838.0,7.48,2880.0,522.0,339.0,4.43,514,187000,68.4,1020,209,522,5.26,16.1,85.0,102,15.647650768654627,195.65599295182014,4375.0,1,1
172,W,W14X455,W14X455,T,455.0,134.0,19.0,19      ,16.8,16  7/8 ,2.02,2      ,1      ,3.21,3  3/16,3.81,4  1/2 ,2  1/4 ,2.62,5.66,7190.0,936.0,756.0,7.33,2560.0,468.0,304.0,4.38,395,160000,66.3,894,187,466,5.17,15.8,83.2,100,15.471040714832341,179.21678190021544,3900.0,1,1
173,W,W14X426,W14X426,T,426.0,125.0,18.7,18  5/8 ,16.7,16  3/4 ,1.88,1  7/8 , 15/16,3.04,3  1/16,3.63,4  5/16,2  1/8 ,2.75,6.08,6600.0,869.0,706.0,7.26,2360.0,434.0,283.0,4.34,331,144000,65.4,830,176,435,5.11,15.7,82.7,99.4,15.329752671774513,168.37208047220417,3620.8333333333335,1,1
174,W,W14X398,W14X398,T,398.0,117.0,18.3,18  1/4 ,16.6,16  5/8 ,1.77,1  3/4 ,  7/8 ,2.85,2  7/8 ,3.44,4  1/8 ,2  1/8 ,2.92,6.44,6000.0,801.0,656.0,7.16,2170.0,402.0,262.0,4.31,273,129000,64.1,758,163,401,5.05,15.5,81.8,98.4,15.223786639481139,157.82697535128193,3337.5,1,1
175,W,W14X370,W14X370,T,370.0,109.0,17.9,17  7/8 ,16.5,16  1/2 ,1.66,1 11/16, 13/16,2.66,2 11/16,3.26,3 15/16,2  1/16,3.10,6.89,5440.0,736.0,607.0,7.07,1990.0,370.0,241.0,4.27,222,116000,62.9,690,150,367,5.00,15.2,81.0,97.5,15.082498596423308,147.99055187504342,3066.6666666666665,1,1
176,W,W14X342,W14X342,T,342.0,101.0,17.5,17  1/2 ,16.4,16  3/8 ,1.54,1  9/16, 13/16,2.47,2  1/2 ,3.07,3  3/4 ,2      ,3.31,7.41,4900.0,672.0,558.0,6.98,1810.0,338.0,221.0,4.24,178,103000,61.6,624,138,335,4.95,15.0,80.1,96.5,14.97653256412994,137.8185570893389,2800.0,1,1
177,W,W14X311,W14X311,T,311.0,91.4,17.1,17  1/8 ,16.2,16  1/4 ,1.41,1  7/16,  3/4 ,2.26,2  1/4 ,2.86,3  9/16,1 15/16,3.59,8.09,4330.0,603.0,506.0,6.88,1610.0,304.0,199.0,4.2,136,89100,60.1,550,124,300,4.87,14.8,79.0,95.2,14.835244521072108,125.42163220883805,2512.5,1,1
178,W,W14X283,W14X283,T,283.0,83.3,16.7,16  3/4 ,16.1,16  1/8 ,1.29,1  5/16, 11/16,2.07,2  1/16,2.67,3  3/8 ,1  7/8 ,3.89,8.84,3840.0,542.0,459.0,6.79,1440.0,274.0,179.0,4.17,104,77700,58.9,491,112,269,4.80,14.6,78.1,94.2,14.729278488778737,114.42764262248426,2258.3333333333335,1,1
179,W,W14X257,W14X257,F,257.0,75.6,16.4,16  3/8 ,16.0,16      ,1.18,1  3/16,  5/8 ,1.89,1  7/8 ,2.49,3  3/16,1 13/16,4.23,9.71,3400.0,487.0,415.0,6.71,1290.0,246.0,161.0,4.13,79.1,67800,58.0,439,102,243,4.75,14.5,77.4,93.4,14.587990445720905,104.41480552750232,2029.1666666666667,1,1
180,W,W14X233,W14X233,F,233.0,68.5,16.0,16      ,15.9,15  7/8 ,1.07,1  1/16,  9/16,1.72,1  3/4 ,2.32,3      ,1  3/4 ,4.62,10.7,3010.0,436.0,375.0,6.63,1150.0,221.0,145.0,4.1,59.5,59000,56.8,388,91.1,216,4.69,14.3,76.5,92.4,14.482024413427533,94.97484784297563,1816.6666666666667,1,1
181,W,W14X211,W14X211,F,211.0,62.0,15.7,15  3/4 ,15.8,15  3/4 ,0.980,1      ,  1/2 ,1.56,1  9/16,2.16,2  7/8 ,1 11/16,5.06,11.6,2660.0,390.0,338.0,6.55,1030.0,198.0,130.0,4.07,44.6,51500,55.9,344,81.7,194,4.64,14.1,75.8,91.6,14.376058381134165,86.61677012364481,1625.0,1,1
182,W,W14X193,W14X193,F,193.0,56.8,15.5,15  1/2 ,15.7,15  3/4 ,0.890,  7/8 ,  7/16,1.44,1  7/16,2.04,2  3/4 ,1 11/16,5.45,12.8,2400.0,355.0,310.0,6.5,931.0,180.0,119.0,4.05,34.8,45900,55.2,312,75.0,177,4.59,14.1,75.3,91.0,14.305414359605246,79.41266342382765,1479.1666666666667,1,1
183,W,W14X176,W14X176,F,176.0,51.8,15.2,15  1/4 ,15.7,15  5/8 ,0.830, 13/16,  7/16,1.31,1  5/16,1.91,2  5/8 ,1  5/8 ,5.97,13.7,2140.0,320.0,281.0,6.43,838.0,163.0,107.0,4.02,26.5,40500,54.5,280,67.6,159,4.55,13.9,74.8,90.5,14.199448327311876,73.13357172340656,1333.3333333333333,1,1
184,W,W14X159,W14X159,F,159.0,46.7,15.0,15      ,15.6,15  5/8 ,0.745,  3/4 ,  3/8 ,1.19,1  3/16,1.79,2  1/2 ,1  9/16,6.54,15.3,1900.0,287.0,254.0,6.38,748.0,146.0,96.2,4.0,19.7,35600,53.9,250,61.0,143,4.51,13.8,74.3,89.9,14.128804305782962,66.64963948337927,1195.8333333333333,1,1
185,W,W14X145,W14X145,F,145.0,42.7,14.8,14  3/4 ,15.5,15  1/2 ,0.680, 11/16,  3/8 ,1.09,1  1/16,1.69,2  3/8 ,1  9/16,7.11,16.8,1710.0,260.0,232.0,6.33,677.0,133.0,87.3,3.98,15.2,31700,53.1,224,55.4,129,4.47,13.7,73.7,89.2,14.058160284254045,61.644236082751966,1083.3333333333333,1,1
186,W,W14X132,W14X132,F,132.0,38.8,14.7,14  5/8 ,14.7,14  3/4 ,0.645,  5/8 ,  5/16,1.03,1      ,1.63,2  5/16,1  9/16,7.15,17.7,1530.0,234.0,209.0,6.28,548.0,113.0,74.5,3.76,12.3,25500,50.2,190,49.5,116,4.23,13.7,71.2,85.9,13.281076047435981,55.81247577977897,975.0,1,1
187,W,W14X120,W14X120,F,120.0,35.3,14.5,14  1/2 ,14.7,14  5/8 ,0.590,  9/16,  5/16,0.940, 15/16,1.54,2  1/4 ,1  1/2 ,7.80,19.3,1380.0,212.0,190.0,6.24,495.0,102.0,67.5,3.74,9.37,22700,49.8,172,45.0,105,4.20,13.6,70.9,85.6,13.21043202590707,51.85314668340619,883.3333333333334,1,1
188,W,W14X109,W14X109,F,109.0,32.0,14.3,14  3/8 ,14.6,14  5/8 ,0.525,  1/2 ,  1/4 ,0.860,  7/8 ,1.46,2  3/16,1  1/2 ,8.49,21.7,1240.0,192.0,173.0,6.22,447.0,92.7,61.2,3.73,7.12,20200,49.1,154,40.7,94.8,4.17,13.4,70.3,84.9,13.175110015142609,48.452696830227644,800.0,1,1
191,W,W14X82,W14X82,F,82.0,24.0,14.3,14  1/4 ,10.1,10  1/8 ,0.510,  1/2 ,  1/4 ,0.855,  7/8 ,1.45,1 11/16,1  1/16,5.92,22.4,881.0,139.0,123.0,6.05,148.0,44.8,29.3,2.48,5.07,6710,33.9,73.3,27.6,68.2,2.85,13.4,56.9,67.0,8.759858669585435,33.13306506039998,579.1666666666666,1,1
192,W,W14X74,W14X74,F,74.0,21.8,14.2,14  1/8 ,10.1,10  1/8 ,0.450,  7/16,  1/4 ,0.785, 13/16,1.38,1  5/8 ,1  1/16,6.41,25.4,795.0,126.0,112.0,6.04,134.0,40.5,26.6,2.48,3.87,5990,33.9,67.1,25.4,62.2,2.83,13.4,56.8,66.9,8.759858669585435,31.011941122769688,525.0,1,1
193,W,W14X68,W14X68,F,68.0,20.0,14.0,14      ,10.0,10      ,0.415,  7/16,  1/4 ,0.720,  3/4 ,1.31,1  9/16,1  1/16,6.97,27.5,722.0,115.0,103.0,6.01,121.0,36.9,24.2,2.46,3.01,5380,33.2,59.8,22.9,56.0,2.80,13.3,56.2,66.2,8.689214648056522,29.228612206414365,479.1666666666667,1,1
194,W,W14X61,W14X61,F,61.0,17.9,13.9,13  7/8 ,10.0,10      ,0.375,  3/8 ,  3/16,0.645,  5/8 ,1.24,1  1/2 ,1      ,7.75,30.4,640.0,102.0,92.1,5.98,107.0,32.8,21.5,2.45,2.19,4710,33.1,53.4,20.6,50.2,2.78,13.3,56.0,66.0,8.653892637292063,27.457865705971184,425.0,1,1
195,W,W14X53,W14X53,F,53.0,15.6,13.9,13  7/8 ,8.06,8      ,0.370,  3/8 ,  3/16,0.660, 11/16,1.25,1  1/2 ,1      ,6.11,30.9,541.0,87.1,77.8,5.89,57.7,22.0,14.3,1.92,1.94,2540,26.7,35.5,16.8,42.5,2.22,13.2,50.2,58.3,6.781826066775821,22.23557216205246,362.9166666666667,1,1
196,W,W14X48,W14X48,F,48.0,14.1,13.8,13  3/4 ,8.03,8      ,0.340,  5/16,  3/16,0.595,  5/8 ,1.19,1  7/16,1      ,6.75,33.6,484.0,78.4,70.2,5.85,51.4,19.6,12.8,1.91,1.45,2240,26.5,31.7,15.1,38.3,2.20,13.2,50.0,58.0,6.746504056011363,21.055188787785372,326.6666666666667,1,1
